name,last_name,first_name,display,position,proj
MARCEDESLEWIS,LEWIS,MARCEDES,Marcedes Lewis,TE,0.0
LORENZOLINGARD,LINGARD,LORENZO,Lorenzo Lingard,RB,0.0
ROCKYLOMBARDI,LOMBARDI,ROCKY,Rocky Lombardi,QB,0.0
HUNTERLONG,LONG,HUNTER,Hunter Long,TE,0.0
HUNTERLUEPKE,LUEPKE,HUNTER,Hunter Luepke,RB,0.0
T.J.LUTHER,LUTHER,T.J.,T.J. Luther,WR,0.0
TYLERMABRY,MABRY,TYLER,Tyler Mabry,TE,0.0
AUSTINMACK,MACK,AUSTIN,Austin Mack,WR,0.0
CHRISMANHERTZ,MANHERTZ,CHRIS,Chris Manhertz,TE,0.0
TAYMARTIN,MARTIN,TAY,Tay Martin,WR,0.0
DAVIDMARTINROBINSON,MARTINROBINSON,DAVID,David Martin-Robinson,TE,0.0
BENMASON,MASON,BEN,Ben Mason,TE,0.0
JORDANMATTHEWS,MATTHEWS,JORDAN,Jordan Matthews,WR,0.0
TYREIKMCALLISTER,MCALLISTER,TYREIK,Tyreik McAllister,RB,0.0
SINCEREMCCORMICK,MCCORMICK,SINCERE,Sincere McCormick,RB,0.0
LANCEMCCUTCHEON,MCCUTCHEON,LANCE,Lance McCutcheon,WR,0.0
ALEXMCGOUGH,MCGOUGH,ALEX,Alex McGough,QB,0.0
KYRICMCGOWAN,MCGOWAN,KYRIC,Kyric McGowan,WR,0.0
SEANMCKEON,MCKEON,SEAN,Sean McKeon,TE,0.0
TREMCKITTY,MCKITTY,TRE,Tre' McKitty,TE,0.0
RACEYMCMATH,MCMATH,RACEY,Racey McMath,WR,0.0
JEREMYMCNICHOLS,MCNICHOLS,JEREMY,Jeremy McNichols,RB,0.0
BUBMEANS,MEANS,BUB,Bub Means,WR,0.0
BOMELTON,MELTON,BO,Bo Melton,WR,0.0
ELLISMERRIWEATHER,MERRIWEATHER,ELLIS,Ellis Merriweather,RB,0.0
ANTHONYMILLER,MILLER,ANTHONY,Anthony Miller,WR,0.0
DANTEMILLER,MILLER,DANTE,Dante Miller,RB,0.0
RYANMILLER,MILLER,RYAN,Ryan Miller,WR,0.0
DAXMILNE,MILNE,DAX,Dax Milne,WR,0.0
KENDALLMILTON,MILTON,KENDALL,Kendall Milton,RB,0.0
DENZELMIMS,MIMS,DENZEL,Denzel Mims,WR,0.0
JORDANMIMS,MIMS,JORDAN,Jordan Mims,RB,0.0
JAMESMITCHELL,MITCHELL,JAMES,James Mitchell,TE,0.0
ZAIREMITCHELLPADEN,MITCHELLPADEN,ZAIRE,Zaire Mitchell-Paden,TE,0.0
KELLENMOND,MOND,KELLEN,Kellen Mond,QB,0.0
TANNERMORDECAI,MORDECAI,TANNER,Tanner Mordecai,QB,0.0
JALENMORENOCROPPER,MORENOCROPPER,JALEN,Jalen Moreno-Cropper,WR,0.0
STANLEYMORGAN,MORGAN,STANLEY,Stanley Morgan,WR,0.0
TREMOSLEY,MOSLEY,TRE,Tre Mosley,WR,0.0
JORDANMURRAY,MURRAY,JORDAN,Jordan Murray,TE,0.0
PATRICKMURTAGH,MURTAGH,PATRICK,Patrick Murtagh,TE,0.0
NICKMUSE,MUSE,NICK,Nick Muse,TE,0.0
JALENNAILOR,NAILOR,JALEN,Jalen Nailor,WR,0.0
JOSEPHNGATA,NGATA,JOSEPH,Joseph Ngata,WR,0.0
LEWNICHOLS,NICHOLS,LEW,Lew Nichols III,RB,0.0
THOMASODUKOYA,ODUKOYA,THOMAS,Thomas Odukoya,TE,0.0
KEHINDEOGINNIHASSAN,HASSAN,KEHINDEOGINNI,Kehinde Oginni Hassan,TE,0.0
ANDREWOGLETREE,OGLETREE,ANDREW,Andrew Ogletree,TE,0.0
ALBERTOKWUEGBUNAM,OKWUEGBUNAM,ALBERT,Albert Okwuegbunam,TE,0.0
CHRISOLADOKUN,OLADOKUN,CHRIS,Chris Oladokun,QB,0.0
PRAISEOLATOKE,OLATOKE,PRAISE,Praise Olatoke,WR,0.0
BRYCEOLIVER,OLIVER,BRYCE,Bryce Oliver,WR,0.0
GUNNEROLSZEWSKI,OLSZEWSKI,GUNNER,Gunner Olszewski,WR,0.0
TERIQUEOWENS,OWENS,TERIQUE,Terique Owens,WR,0.0
JOHNPADDOCK,PADDOCK,JOHN,John Paddock,QB,0.0
TEJHAUNPALMER,PALMER,TEJHAUN,Tejhaun Palmer,WR,0.0
JACQUESPATRICK,PATRICK,JACQUES,Jacques Patrick,RB,0.0
JARETPATTERSON,PATTERSON,JARET,Jaret Patterson,RB,0.0
HENRYPEARSON,PEARSON,HENRY,Henry Pearson,TE,0.0
ANDREWPEASLEY,PEASLEY,ANDREW,Andrew Peasley,QB,0.0
NATHANIELPEAT,PEAT,NATHANIEL,Nathaniel Peat,RB,0.0
JOSHPEDERSON,PEDERSON,JOSH,Josh Pederson,TE,0.0
TRENTPENNIX,PENNIX,TRENT,Trent Pennix,RB,0.0
LAMICALPERINE,PERINE,LAMICAL,La'Mical Perine,RB,0.0
RICKYPERSON,PERSON,RICKY,Ricky Person,RB,0.0
NATHANPETERMAN,PETERMAN,NATHAN,Nathan Peterman,QB,0.0
DANTEPETTIS,PETTIS,DANTE,Dante Pettis,WR,0.0
LAMICHAELPETTWAY,PETTWAY,LAMICHAEL,La'Michael Pettway,TE,0.0
CHRISPIERCE,PIERCE,CHRIS,Chris Pierce,TE,0.0
SAMPINCKNEY,PINCKNEY,SAM,Sam Pinckney,WR,0.0
THYRICKPITTS,PITTS,THYRICK,Thyrick Pitts,WR,0.0
MASONPLINE,PLINE,MASON,Mason Pline,TE,0.0
JOHNRHYSPLUMLEE,PLUMLEE,JOHNRHYS,John Rhys Plumlee,QB,0.0
JACKPLUMMER,PLUMMER,JACK,Jack Plummer,QB,0.0
CORNELLPOWELL,POWELL,CORNELL,Cornell Powell,WR,0.0
ADAMPRENTICE,PRENTICE,ADAM,Adam Prentice,RB,0.0
DENERICPRINCE,PRINCE,DENERIC,Deneric Prince,RB,0.0
GERRITPRINCE,PRINCE,GERRIT,Gerrit Prince,TE,0.0
JAMESPROCHE,PROCHE,JAMES,James Proche,WR,0.0
MYCOLEPRUITT,PRUITT,MYCOLE,MyCole Pruitt,TE,0.0
KENDRICPRYOR,PRYOR,KENDRIC,Kendric Pryor,WR,0.0
TEAGANQUITORIANO,QUITORIANO,TEAGAN,Teagan Quitoriano,TE,0.0
KEVINRADER,RADER,KEVIN,Kevin Rader,TE,0.0
AUSTINREED,REED,AUSTIN,Austin Reed,QB,0.0
LOUISREESZAMMIT,REESZAMMIT,LOUIS,Louis Rees-Zammit,RB,0.0
NIKKOREMIGIO,REMIGIO,NIKKO,Nikko Remigio,WR,0.0
ISAACREX,REX,ISAAC,Isaac Rex,TE,0.0
SAMMISREYES,REYES,SAMMIS,Sammis Reyes,TE,0.0
PATRICKRICARD,RICARD,PATRICK,Patrick Ricard,RB,0.0
GIOVANNIRICCI,RICCI,GIOVANNI,Giovanni Ricci,TE,0.0
MIKERIGERMAN,RIGERMAN,MIKE,Mike Rigerman,TE,0.0
MARCUSRILEY,RILEY,MARCUS,Marcus Riley,WR,0.0
AIDANROBBINS,ROBBINS,AIDAN,Aidan Robbins,RB,0.0
JAMESROBINSON,ROBINSON,JAMES,James Robinson,RB,0.0
TAYVIONROBINSON,ROBINSON,TAYVION,Tayvion Robinson,WR,0.0
ARMANIROGERS,ROGERS,ARMANI,Armani Rogers,TE,0.0
JOHNROSS,ROSS,JOHN,John Ross,WR,0.0
NATHANROURKE,ROURKE,NATHAN,Nathan Rourke,QB,0.0
WAYNERUBY,RUBY,WAYNE,Wayne Ruby,WR,0.0
HAYDENRUCCI,RUCCI,HAYDEN,Hayden Rucci,TE,0.0
BRADYRUSSELL,RUSSELL,BRADY,Brady Russell,TE,0.0
SEANRYAN,RYAN,SEAN,Sean Ryan,WR,0.0
BRETTRYPIEN,RYPIEN,BRETT,Brett Rypien,QB,0.0
BRAYLONSANDERS,SANDERS,BRAYLON,Braylon Sanders,WR,0.0
ERICSAUBERT,SAUBERT,ERIC,Eric Saubert,TE,0.0
JACOBSAYLORS,SAYLORS,JACOB,Jacob Saylors,RB,0.0
JOSEPHSCATES,SCATES,JOSEPH,Joseph Scates,WR,0.0
SAMSCHNEE,SCHNEE,SAM,Sam Schnee,RB,0.0
ANTHONYSCHWARTZ,SCHWARTZ,ANTHONY,Anthony Schwartz,WR,0.0
ZAVIERSCOTT,SCOTT,ZAVIER,Zavier Scott,WR,0.0
LINCOLNSEFCIK,SEFCIK,LINCOLN,Lincoln Sefcik,TE,0.0
BERNHARDSEIKOVITS,SEIKOVITS,BERNHARD,Bernhard Seikovits,TE,0.0
MATHEWSEXTON,SEXTON,MATHEW,Mathew Sexton,WR,0.0
AARONSHAMPKLIN,SHAMPKLIN,AARON,Aaron Shampklin,RB,0.0
RILEYSHARP,SHARP,RILEY,Riley Sharp,TE,0.0
TYRELLSHAVERS,SHAVERS,TYRELL,Tyrell Shavers,WR,0.0
KYLESHEETS,SHEETS,KYLE,Kyle Sheets,WR,0.0
JOHNSHENKER,SHENKER,JOHN,John Shenker,TE,0.0
STERLINGSHEPARD,SHEPARD,STERLING,Sterling Shepard,WR,0.0
JADENSHIRDEN,SHIRDEN,JADEN,Jaden Shirden,RB,0.0
JUSTINSHORTER,SHORTER,JUSTIN,Justin Shorter,WR,0.0
DAVIDSILLS,SILLS,DAVID,David Sills,WR,0.0
BENSIMS,SIMS,BEN,Ben Sims,TE,0.0
CAMSIMS,SIMS,CAM,Cam Sims,WR,0.0
STEVENSIMS,SIMS,STEVEN,Steven Sims,WR,0.0
JACOBSIRMON,SIRMON,JACOB,Jacob Sirmon,QB,0.0
KEDONSLOVIS,SLOVIS,KEDON,Kedon Slovis,QB,0.0
JABARISMALL,SMALL,JABARI,Jabari Small,RB,0.0
JEFFSMITH,SMITH,JEFF,Jeff Smith,WR,0.0
SHISMITH,SMITH,SHI,Shi Smith,WR,0.0
TREQUANSMITH,SMITH,TREQUAN,Tre'Quan Smith,WR,0.0
XAVIERSMITH,SMITH,XAVIER,Xavier Smith,WR,0.0
IHMIRSMITHMARSETTE,SMITHMARSETTE,IHMIR,Ihmir Smith-Marsette,WR,0.0
BREVYNSPANNFORD,SPANNFORD,BREVYN,Brevyn Spann-Ford,TE,0.0
DIMITRISTANLEY,STANLEY,DIMITRI,Dimitri Stanley,WR,0.0
CARSONSTEELE,STEELE,CARSON,Carson Steele,RB,0.0
JOHNSTEPHENS,STEPHENS,JOHN,John Stephens Jr.,TE,0.0
MARKESESTEPP,STEPP,MARKESE,Markese Stepp,RB,0.0
STEVENSTILIANOS,STILIANOS,STEVEN,Steven Stilianos,TE,0.0
AUSTINSTOGNER,STOGNER,AUSTIN,Austin Stogner,TE,0.0
DRAKESTOOPS,STOOPS,DRAKE,Drake Stoops,WR,0.0
MIKESTRACHAN,STRACHAN,MIKE,Mike Strachan,WR,0.0
NATESUDFELD,SUDFELD,NATE,Nate Sudfeld,QB,0.0
COLBYSUITS,SUITS,COLBY,Colby Suits,QB,0.0
STEPHENSULLIVAN,SULLIVAN,STEPHEN,Stephen Sullivan,TE,0.0
FREDDIESWAIN,SWAIN,FREDDIE,Freddie Swain,WR,0.0
TOMMYSWEENEY,SWEENEY,TOMMY,Tommy Sweeney,TE,0.0
MESSIAHSWINSON,SWINSON,MESSIAH,Messiah Swinson,TE,0.0
TANNERTAULA,TAULA,TANNER,Tanner Taula,TE,0.0
J.J.TAYLOR,TAYLOR,J.J.,J.J. Taylor,RB,0.0
MALIKTAYLOR,TAYLOR,MALIK,Malik Taylor,WR,0.0
TRENTTAYLOR,TAYLOR,TRENT,Trent Taylor,WR,0.0
THAYERTHOMAS,THOMAS,THAYER,Thayer Thomas,WR,0.0
BRYANTHOMPSON,THOMPSON,BRYAN,Bryan Thompson,WR,0.0
CODYTHOMPSON,THOMPSON,CODY,Cody Thompson,WR,0.0
MITCHELLTINSLEY,TINSLEY,MITCHELL,Mitchell Tinsley,WR,0.0
MASONTIPTON,TIPTON,MASON,Mason Tipton,WR,0.0
NOAHTOGIAI,TOGIAI,NOAH,Noah Togiai,TE,0.0
ERICTOMLINSON,TOMLINSON,ERIC,Eric Tomlinson,TE,0.0
JAKETONGES,TONGES,JAKE,Jake Tonges,TE,0.0
SAMORITOURE,TOURE,SAMORI,Samori Toure,WR,0.0
AUSTINTRAMMELL,TRAMMELL,AUSTIN,Austin Trammell,WR,0.0
BRYCENTREMAYNE,TREMAYNE,BRYCEN,Brycen Tremayne,WR,0.0
COLETURNER,TURNER,COLE,Cole Turner,TE,0.0
DJTURNER,TURNER,DJ,DJ Turner,WR,0.0
SIONEVAKI,VAKI,SIONE,Sione Vaki,RB,0.0
XAZAVIANVALLADAY,VALLADAY,XAZAVIAN,Xazavian Valladay,RB,0.0
NICKVANNETT,VANNETT,NICK,Nick Vannett,TE,0.0
KESHAWNVAUGHN,VAUGHN,KESHAWN,Ke'Shawn Vaughn,RB,0.0
DEVAUGHNVELE,VELE,DEVAUGHN,Devaughn Vele,WR,0.0
LINCOLNVICTOR,VICTOR,LINCOLN,Lincoln Victor,WR,0.0
JALENVIRGIL,VIRGIL,JALEN,Jalen Virgil,WR,0.0
TRAVISVOKOLEK,VOKOLEK,TRAVIS,Travis Vokolek,TE,0.0
DAYTONWADE,WADE,DAYTON,Dayton Wade,WR,0.0
PJWALKER,WALKER,PJ,PJ Walker,QB,0.0
DARRENWALLER,WALLER,DARREN,Darren Waller,TE,0.0
DAVIDWALLIS,WALLIS,DAVID,David Wallis,WR,0.0
AUSTINWALTER,WALTER,AUSTIN,Austin Walter,RB,0.0
JONATHANWARD,WARD,JONATHAN,Jonathan Ward,RB,0.0
JACOBWARREN,WARREN,JACOB,Jacob Warren,TE,0.0
CARLOSWASHINGTON,WASHINGTON,CARLOS,Carlos Washington,RB,0.0
CASEYWASHINGTON,WASHINGTON,CASEY,Casey Washington,WR,0.0
DWAYNEWASHINGTON,WASHINGTON,DWAYNE,Dwayne Washington,RB,0.0
ISAIAHWASHINGTON,WASHINGTON,ISAIAH,Isaiah Washington,WR,0.0
MONTRELLWASHINGTON,WASHINGTON,MONTRELL,Montrell Washington,WR,0.0
SCOTTYWASHINGTON,WASHINGTON,SCOTTY,Scotty Washington,WR,0.0
TAHJWASHINGTON,WASHINGTON,TAHJ,Tahj Washington,WR,0.0
AUSTINWATKINS,WATKINS,AUSTIN,Austin Watkins Jr.,WR,0.0
DUECEWATTS,WATTS,DUECE,Duece Watts,WR,0.0
JAREDWAYNE,WAYNE,JARED,Jared Wayne,WR,0.0
XAVIERWEAVER,WEAVER,XAVIER,Xavier Weaver,WR,0.0
RALEIGHWEBB,WEBB,RALEIGH,Raleigh Webb,WR,0.0
NSIMBAWEBSTER,WEBSTER,NSIMBA,Nsimba Webster,WR,0.0
TREYTONWELCH,WELCH,TREYTON,Treyton Welch,TE,0.0
DAVIDWELLS,WELLS,DAVID,David Wells,TE,0.0
JACKWESTOVER,WESTOVER,JACK,Jack Westover,TE,0.0
IANWHEELER,WHEELER,IAN,Ian Wheeler,RB,0.0
CODYWHITE,WHITE,CODY,Cody White,WR,0.0
DAVIDWHITE,WHITE,DAVID,David White Jr.,WR,0.0
XAVIERWHITE,WHITE,XAVIER,Xavier White,WR,0.0
BLAKEWHITEHEART,WHITEHEART,BLAKE,Blake Whiteheart,TE,0.0
JORDANWHITTINGTON,WHITTINGTON,JORDAN,Jordan Whittington,WR,0.0
SAMWIGLUSZ,WIGLUSZ,SAM,Sam Wiglusz,WR,0.0
MITCHELLWILCOX,WILCOX,MITCHELL,Mitchell Wilcox,TE,0.0
MIKEWILEY,WILEY,MIKE,Michael Wiley,RB,0.0
KRISTIANWILKERSON,WILKERSON,KRISTIAN,Kristian Wilkerson,WR,0.0
AVERYWILLIAMS,WILLIAMS,AVERY,Avery Williams,RB,0.0
D.J.WILLIAMS,WILLIAMS,D.J.,D.J. Williams,RB,0.0
DEEWILLIAMS,WILLIAMS,DEE,Dee Williams,WR,0.0
ISAIAHWILLIAMS,WILLIAMS,ISAIAH,Isaiah Williams,WR,0.0
RODWILLIAMS,WILLIAMS,ROD,Rod Williams,TE,0.0
SETHWILLIAMS,WILLIAMS,SETH,Seth Williams,WR,0.0
TAMERIKWILLIAMS,WILLIAMS,TAMERIK,TaMerik Williams,RB,0.0
TRAYVEONWILLIAMS,WILLIAMS,TRAYVEON,Trayveon Williams,RB,0.0
BRAYDENWILLIS,WILLIS,BRAYDEN,Brayden Willis,TE,0.0
JOELWILSON,WILSON,JOEL,Joel Wilson,TE,0.0
JUWANNWINFREE,WINFREE,JUWANN,Juwann Winfree,WR,0.0
DRESSERWINN,WINN,DRESSER,Dresser Winn,QB,0.0
EASOPWINSTON,WINSTON,EASOP,Easop Winston,WR,0.0
HARRISONBUTKER,BUTKER,HARRISON,Harrison Butker,K,151.0
JUSTINTUCKER,TUCKER,JUSTIN,Justin Tucker,K,151.0
BRANDONAUBREY,AUBREY,BRANDON,Brandon Aubrey,K,148.0
EVANMCPHERSON,MCPHERSON,EVAN,Evan McPherson,K,145.0
YOUNGHOEKOO,KOO,YOUNGHOE,Younghoe Koo,K,141.0
CAMERONDICKER,DICKER,CAMERON,Cameron Dicker,K,137.0
JAKEMOODY,MOODY,JAKE,Jake Moody,K,137.0
GREGZUERLEIN,ZUERLEIN,GREG,Greg Zuerlein,K,137.0
KAIMIFAIRBAIRN,FAIRBAIRN,KAIMI,Ka'imi Fairbairn,K,136.0
TYLERBASS,BASS,TYLER,Tyler Bass,K,133.0
DANIELCARLSON,CARLSON,DANIEL,Daniel Carlson,K,133.0
DUSTINHOPKINS,HOPKINS,DUSTIN,Dustin Hopkins,K,133.0
BLAKEGRUPE,GRUPE,BLAKE,Blake Grupe,K,132.0
JASONMYERS,MYERS,JASON,Jason Myers,K,132.0
JASONSANDERS,SANDERS,JASON,Jason Sanders,K,132.0
JAKEELLIOTT,ELLIOTT,JAKE,Jake Elliott,K,130.0
MIKEBADGLEY,BADGLEY,MIKE,Mike Badgley,K,129.0
CHRISBOSWELL,BOSWELL,CHRIS,Chris Boswell,K,129.0
MATTGAY,GAY,MATT,Matt Gay,K,129.0
CHASEMCLAUGHLIN,MCLAUGHLIN,CHASE,Chase McLaughlin,K,129.0
MATTPRATER,PRATER,MATT,Matt Prater,K,129.0
NICKFOLK,FOLK,NICK,Nick Folk,K,127.0
GRAHAMGANO,GANO,GRAHAM,Graham Gano,K,127.0
JOSHKARTY,KARTY,JOSH,Joshua Karty,K,127.0
CAIROSANTOS,SANTOS,CAIRO,Cairo Santos,K,126.0
ANDERSCARLSON,CARLSON,ANDERS,Anders Carlson,K,125.0
WILLUTZ,LUTZ,WIL,Wil Lutz,K,122.0
WILLREICHARD,REICHARD,WILL,Will Reichard,K,121.0
CHADRYLAND,RYLAND,CHAD,Chad Ryland,K,119.0
CAMLITTLE,LITTLE,CAM,Cam Little,K,118.0
EDDYPINEIRO,PINEIRO,EDDY,Eddy Pineiro,K,114.0
RAMIZAHMED,AHMED,RAMIZ,Ramiz Ahmed,K,55.0
BRETTMAHER,MAHER,BRETT,Brett Maher,K,38.0
TANNERBROWN,BROWN,TANNER,Tanner Brown,K,34.0
GREGJOSEPH,JOSEPH,GREG,Greg Joseph,K,33.0
RILEYPATTERSON,PATTERSON,RILEY,Riley Patterson,K,33.0
JOEYSLYE,SLYE,JOEY,Joey Slye,K,33.0
CADEYORK,YORK,CADE,Cade York,K,31.0
BRANDONMCMANUS,MCMANUS,BRANDON,Brandon McManus,K,29.0
JOHNPARKERROMO,ROMO,JOHNPARKER,John Parker Romo,K,24.0
JAKEBATES,BATES,JAKE,Jake Bates,K,0.0
LUCASHAVRISIK,HAVRISIK,LUCAS,Lucas Havrisik,K,0.0
JUDEMCATAMNEY,MCATAMNEY,JUDE,Jude McAtamney,K,0.0
HARRISONMEVIS,MEVIS,HARRISON,Harrison Mevis,K,0.0
BRAYDENNARVESON,NARVESON,BRAYDEN,Brayden Narveson,K,0.0
JACKPODLESNY,PODLESNY,JACK,Jack Podlesny,K,0.0
AUSTINSEIBERT,SEIBERT,AUSTIN,Austin Seibert,K,0.0
SPENCERSHRADER,SHRADER,SPENCER,Spencer Shrader,K,0.0
CHARLIESMYTH,SMYTH,CHARLIE,Charlie Smyth,K,0.0
JAMESTURNER,TURNER,JAMES,James Turner,K,0.0
RAVENS,RAVENS,RAVENS,Baltimore Ravens,DEF,143.0
JETS,JETS,JETS,New York Jets,DEF,139.0
COWBOYS,COWBOYS,COWBOYS,Dallas Cowboys,DEF,138.0
49ERS,49ERS,49ERS,San Francisco 49ers,DEF,136.0
CHIEFS,CHIEFS,CHIEFS,Kansas City Chiefs,DEF,132.0
STEELERS,STEELERS,STEELERS,Pittsburgh Steelers,DEF,128.0
BROWNS,BROWNS,BROWNS,Cleveland Browns,DEF,126.0
BILLS,BILLS,BILLS,Buffalo Bills,DEF,119.0
BEARS,BEARS,BEARS,Chicago Bears,DEF,118.0
DOLPHINS,DOLPHINS,DOLPHINS,Miami Dolphins,DEF,117.0
EAGLES,EAGLES,EAGLES,Philadelphia Eagles,DEF,117.0
TEXANS,TEXANS,TEXANS,Houston Texans,DEF,117.0
LIONS,LIONS,LIONS,Detroit Lions,DEF,116.0
SAINTS,SAINTS,SAINTS,New Orleans Saints,DEF,114.0
VIKINGS,VIKINGS,VIKINGS,Minnesota Vikings,DEF,114.0
BUCCANEERS,BUCCANEERS,BUCCANEERS,Tampa Bay Buccaneers,DEF,113.0
PACKERS,PACKERS,PACKERS,Green Bay Packers,DEF,113.0
BENGALS,BENGALS,BENGALS,Cincinnati Bengals,DEF,112.0
GIANTS,GIANTS,GIANTS,New York Giants,DEF,111.0
RAMS,RAMS,RAMS,Los Angeles Rams,DEF,111.0
PANTHERS,PANTHERS,PANTHERS,Carolina Panthers,DEF,110.0
BRONCOS,BRONCOS,BRONCOS,Denver Broncos,DEF,108.0
SEAHAWKS,SEAHAWKS,SEAHAWKS,Seattle Seahawks,DEF,107.0
RAIDERS,RAIDERS,RAIDERS,Las Vegas Raiders,DEF,105.0
FALCONS,FALCONS,FALCONS,Atlanta Falcons,DEF,104.0
JAGUARS,JAGUARS,JAGUARS,Jacksonville Jaguars,DEF,103.0
CHARGERS,CHARGERS,CHARGERS,Los Angeles Chargers,DEF,100.0
COLTS,COLTS,COLTS,Indianapolis Colts,DEF,100.0
TITANS,TITANS,TITANS,Tennessee Titans,DEF,100.0
PATRIOTS,PATRIOTS,PATRIOTS,New England Patriots,DEF,97.0
COMMANDERS,COMMANDERS,COMMANDERS,Washington Commanders,DEF,95.0
CARDINALS,CARDINALS,CARDINALS,Arizona Cardinals,DEF,92.0
